address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
1849 S MAIN ST,STE 100,WAKE FOREST,NC,27587,(919) 205-2500,2013-11-08,Restaurant,13925,-78.52626549,35.9510248,M,"{""coordinates"": [-78.52626807811393, 35.9510319217068], ""type"": ""Point""}","35.9510319217068, -78.52626807811393",04092016545,GONZA TACOS Y TEQUILA,very negative,98,0.27606305
3450-158 KILDAIRE FARM  RD,NA,CARY,NC,27518,(919) 387-7711,2013-11-19,Restaurant,13927,-78.79652285,35.70711427,M,"{""coordinates"": [-78.79652549975759, 35.707121329408686], ""type"": ""Point""}","35.707121329408686, -78.79652549975759",04092016547,BROTHERS OF NEW YORK,very positive,97.5,0.4529287
7440 SIX FORKS RD,NA,RALEIGH,NC,27615,(919) 847-7319,2013-11-18,Restaurant,13929,-78.64526746,35.88157149,M,"{""coordinates"": [-78.64527007480088, 35.88157858678934], ""type"": ""Point""}","35.88157858678934, -78.64527007480088",04092016554,VINNIE'S STEAK HOUSE & TAVERN,very positive,97.5,0.41515094
1432 BROGDEN WOODS DR,NA,WAKE FOREST,NC,27587,(919) 870-4980,2013-08-19,Restaurant,13940,-78.69147587,35.99120972,M,"{""coordinates"": [-78.69147850517307, 35.991216838613795], ""type"": ""Point""}","35.991216838613795, -78.69147850517307",04092016569,HARRIS TEETER #395 DELI,positive,96.5,0.28657183
101 GRAND HILL PL,NA,HOLLY SPRINGS,NC,27540,(919) 762-0432,2013-11-21,Restaurant,13957,-78.85029683,35.65904554,M,"{""coordinates"": [-78.85029949450595, 35.6590525813419], ""type"": ""Point""}","35.6590525813419, -78.85029949450595",04092016574,ZAXBY'S #44901,very positive,95.5,0.26908308
3300 VILLAGE MARKET PL,NA,MORRISVILLE,NC,27560,(919) 297-0953,2013-11-22,Restaurant,13958,-78.81918416,35.80768075,M,"{""coordinates"": [-78.81918682999896, 35.80768783215696], ""type"": ""Point""}","35.80768783215696, -78.81918682999896",04092016575,BAD DADDY'S BURGER BAR,very negative,98.5,0.6564992
1995 NW CARY  PKY,NA,MORRISVILLE,NC,27560,(919) 460-8141,2013-05-03,Restaurant,14206,-78.81074351,35.80768967,M,"{""coordinates"": [-78.81074617039526, 35.80769674866067], ""type"": ""Point""}","35.80769674866067, -78.81074617039526",04092016412,MEDALLION DINING SERVICE,very positive,95,0.5134466
1520 BLUE RIDGE RD,NA,RALEIGH,NC,27607-3906,(919) 832-4100 ext. 7722,2013-08-05,Restaurant,14219,-78.70563187,35.80134442,M,"{""coordinates"": [-78.70563450009898, 35.80135149694255], ""type"": ""Point""}","35.80135149694255, -78.70563450009898",04092016471,JAIPUR INDIAN CUISINE,very positive,97.5,0.3207142
2408 DIXIE FOREST RD,NA,RALEIGH,NC,27615,(919) 790-7064,2014-02-14,Restaurant,14344,-78.59936856,35.86286924,M,"{""coordinates"": [-78.59937116520018, 35.86287633540326], ""type"": ""Point""}","35.86287633540326, -78.59937116520018",04092016619,SHEETZ #537,very positive,99.5,0.27944592
432 WOODBURN  RD,STE 140,RALEIGH,NC,27605,(919) 835-9463,2014-02-14,Restaurant,14345,-78.65854788,35.78994091,M,"{""coordinates"": [-78.6585504970866, 35.78994799415039], ""type"": ""Point""}","35.78994799415039, -78.6585504970866",04092016620,TAZZA KITCHEN,very positive,97.5,0.3139502
2815  BRENTWOOD RD,NA,RALEIGH,NC,27604,(919) 876-1969,2014-02-14,Restaurant,14346,-78.5961504,35.81728333,M,"{""coordinates"": [-78.5961529937974, 35.81729041338448], ""type"": ""Point""}","35.81729041338448, -78.5961529937974",04092016621,CAFE SOO,very positive,96,0.31065246
8460 HONEYCUTT RD,STE 112,RALEIGH,NC,27615,(919) 977-8360,2014-02-24,Restaurant,14486,-78.62166264,35.89510631,M,"{""coordinates"": [-78.62166525412478, 35.895113413624664], ""type"": ""Point""}","35.895113413624664, -78.62166525412478",04092016632,DRIFTWOOD CANTINA,positive,98,0.28526038
327 S WILMINGTON ST,NA,RALEIGH,NC,27601,(919) 832-7614,2014-04-15,Restaurant,14619,-78.63784764,35.7765961,M,"{""coordinates"": [-78.63785024549544, 35.7766031732571], ""type"": ""Point""}","35.7766031732571, -78.63785024549544",04092016675,CLYDE COOPER'S BARBECUE,positive,98.5,0.31492135
2233-103 AVENT FERRY RD,NA,RALEIGH,NC,27606,(919) 832-8882,2014-05-16,Restaurant,14675,-78.67605304,35.778358420000004,M,"{""coordinates"": [-78.67605566440506, 35.77836549672369], ""type"": ""Point""}","35.77836549672369, -78.67605566440506",04092016684,CHINA QUEEN,very positive,94.5,0.4808377
756 W WILLIAMS ST,NA,APEX,NC,27502,(919) 249-4949 ext. 1,2013-12-11,Food Stand,14934,-78.86276232,35.73802969,M,"{""coordinates"": [-78.86276499749108, 35.73803674828795], ""type"": ""Point""}","35.73803674828795, -78.86276499749108",04092021770,PAPA MURPHY'S NC#004,very positive,98,0.26890522
7304 KNIGHTDALE  BLVD,NA,KNIGHTDALE,NC,27545,(919) 865-1905,2014-01-06,Restaurant,14938,-78.48481193,35.79790758,M,"{""coordinates"": [-78.48481449695363, 35.79791467056897], ""type"": ""Point""}","35.79791467056897, -78.48481449695363",04092016594,SMITHFIELD'S CHICKEN'N BAR-B-Q,positive,98,0.29253146
1060 DARRINGTON DR,NA,CARY,NC,27513,(919) 468-7229,2014-01-21,Restaurant,14942,-78.81615508,35.79989693,M,"{""coordinates"": [-78.81615774240412, 35.799904005855886], ""type"": ""Point""}","35.799904005855886, -78.81615774240412",04092016600,LUGANO RISTORANTE,very positive,99.5,0.3691631
1625 N MAIN ST,STE 109,FUQUAY-VARINA,NC,27526,NA,2014-02-28,Restaurant,14943,-78.76145495,35.59674746,M,"{""coordinates"": [-78.76145758613067, 35.59675449698253], ""type"": ""Point""}","35.59675449698253, -78.76145758613067",04092016622,WINGIN'IT BAR AND GRILLE,very positive,97.5,0.38618824
509 W GANNON AVE.,NA,ZEBULON,NC,27597,(919) 269-9621,2014-06-04,Institutional Food Service,15077,-78.32569598,35.8196504,M,"{""coordinates"": [-78.32569849478858, 35.81965749737707], ""type"": ""Point""}","35.81965749737707, -78.32569849478858",04092160080,ZEBULON REHABILITATION CENTER FOOD SERVICE,positive,96,0.36977354
7145 O'KELLY CHAPEL RD,NA,CARY,NC,27519,NA,2014-06-06,Food Stand,15163,-78.8882479,35.8441495,M,"{""coordinates"": [-78.88825059273711, 35.844156586889284], ""type"": ""Point""}","35.844156586889284, -78.88825059273711",04092021794,HARRIS TEETER #236 - MEAT/SEAFOOD,positive,98.5,0.29601344
3212 HILLSBOROUGH ST,NA,RALEIGH,NC,27607,(984) 232-8530,2014-07-15,Restaurant,15283,-78.6800117,35.791202,M,"{""coordinates"": [-78.68001432420489, 35.7912090839713], ""type"": ""Point""}","35.7912090839713, -78.68001432420489",04092016716,MILAD INDIAN CUISINE,very positive,90,0.47758844
3252 AUBURN KNIGHTDALE ROAD,NA,RALEIGH,NC,27610,(919) 771-1530,2014-08-29,Restaurant,15580,-78.51969051,35.71972309,M,"{""coordinates"": [-78.51969307507044, 35.71973016207427], ""type"": ""Point""}","35.71973016207427, -78.51969307507044",04092016746,WELCOME MART,very positive,97,0.5459755
8305 CREEDMOOR  RD,NA,RALEIGH,NC,27615,(919) 847-8111,2014-08-29,Restaurant,15581,-78.68140762,35.90035381,M,"{""coordinates"": [-78.6814102453535, 35.90036091621172], ""type"": ""Point""}","35.90036091621172, -78.6814102453535",04092016744,MCDONALD'S #5651,very positive,97.5,0.320224
7001 DEVELOPMENT DRIVE,NA,MORRISVILLE,NC,27560,(919) 237-8701,2014-09-26,Restaurant,15802,-78.87426839,35.86577474,M,"{""coordinates"": [-78.8742710781364, 35.865781826424765], ""type"": ""Point""}","35.865781826424765, -78.8742710781364",04092016767,LENOVO BUILDING 7 CAFE,very positive,99.5,0.3055165
885 WALNUT ST.,NA,CARY,NC,27511,(919) 481-4251,2014-10-15,Food Stand,15934,-78.76562102,35.77485801,M,"{""coordinates"": [-78.76562366458889, 35.77486508330142], ""type"": ""Point""}","35.77486508330142, -78.76562366458889",04092021814,HARRIS TEETER #430 - DELI,positive,96,0.29483595
885 WALNUT STREET,NA,CARY,NC,27511,(919) 481-4251,2014-10-15,Food Stand,15936,-78.76562102,35.77485801,M,"{""coordinates"": [-78.76562366458889, 35.77486508330142], ""type"": ""Point""}","35.77486508330142, -78.76562366458889",04092021816,HARRIS TEETER #430 - MEAT/SEAFOOD,positive,99.5,0.2849911
201 MICHAEL J. SMITH LANE,NA,RALEIGH,NC,27610,(919) 250-7000,2014-10-22,Restaurant,15946,-78.5783839,35.77913325,M,"{""coordinates"": [-78.57838649163874, 35.77914033550336], ""type"": ""Point""}","35.77914033550336, -78.57838649163874",04092016791,HOLLY HILL CHILDREN'S HOSPITAL DINING,positive,98,0.3843328
721 N. RALEIGH BLVD.,NA,RALEIGH,NC,27610,(919) 250-3595,2014-10-16,Restaurant,15949,-78.61395647,35.79169717,M,"{""coordinates"": [-78.61395907552277, 35.791704251880475], ""type"": ""Point""}","35.791704251880475, -78.61395907552277",04092016788,RALPH E. CAPPS TEEN CENTER GRILL,positive,99,0.3215942
10962 CHAPEL HILL RD,NA,MORRISVILLE,NC,27560,(919) 388-5355,2014-11-12,Restaurant,15960,-78.84052916,35.85506616,M,"{""coordinates"": [-78.84053183793449, 35.85507325120074], ""type"": ""Point""}","35.85507325120074, -78.84053183793449",04092016797,HYATT HOUSE FOOD SERVICE,positive,95.5,0.36949232
2916 N MAIN  ST,SUITE 112,FUQUAY-VARINA,NC,27526,(919) 986-0983,2014-11-04,Restaurant,15965,-78.73259512,35.61559312,M,"{""coordinates"": [-78.73259774592736, 35.61560016215347], ""type"": ""Point""}","35.61560016215347, -78.73259774592736",04092016799,KUMO SUSHI & HIBACHI,positive,98.5,0.27949524
1020 BRADFORD PLAZA WAY,NA,CARY,NC,27513,(919) 460-2082,2014-10-28,Food Stand,15968,-78.84558557,35.79325258,M,"{""coordinates"": [-78.84558824551502, 35.79325965906674], ""type"": ""Point""}","35.79325965906674, -78.84558824551502",04092021819,PUBLIX #1466 PRODUCE,very positive,100,0.25703225
100 WRENN DR,STE #101,CARY,NC,27511,(919) 468-8722,2014-12-17,Restaurant,16041,-78.78400793,35.76514685,M,"{""coordinates"": [-78.7840105810301, 35.76515391610388], ""type"": ""Point""}","35.76515391610388, -78.7840105810301",04092016844,DUCK DONUTS,very negative,99.5,0.32562456
4614 CAPITAL BLVD,NA,RALEIGH,NC,27604,(919) 713-0000,2014-12-29,Restaurant,16050,-78.57926433,35.84834257,M,"{""coordinates"": [-78.57926692475088, 35.84834966428609], ""type"": ""Point""}","35.84834966428609, -78.57926692475088",04092016835,ALPACA PERUVIAN CHARCOAL CHICKEN,neutral,98,0.25828287
1222 NW MAYNARD ROAD,NA,CARY,NC,27513,(919) 799-2023,2015-01-16,Restaurant,16080,-78.80932559,35.78486593,M,"{""coordinates"": [-78.8093282515348, 35.784873000153084], ""type"": ""Point""}","35.784873000153084, -78.8093282515348",04092016857,BIG MIKES BBQ,very positive,77.5,0.5180696
8109-129 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 803-2267,2015-01-06,Restaurant,16094,-78.69976354,35.66336494,M,"{""coordinates"": [-78.69976616449154, 35.66337199411905], ""type"": ""Point""}","35.66337199411905, -78.69976616449154",04092016849,HIBACHI BOWL,positive,99.5,0.30127308
1010 AIRPORT BLVD.,NA,MORRISVILLE,NC,27560,(919) 462-1620,2015-02-05,Restaurant,16110,-78.81827567,35.85781916,M,"{""coordinates"": [-78.81827833273736, 35.857826246059666], ""type"": ""Point""}","35.857826246059666, -78.81827833273736",04092016872,HAMPTON INN (BREAKFAST AREA),positive,98.5,0.37497917
201 METLIFE WAY,NA,CARY,NC,27513,(919) 538-7017,2015-02-23,Restaurant,16161,-78.79975401,35.83005542,M,"{""coordinates"": [-78.79975666793804, 35.830062503203266], ""type"": ""Point""}","35.830062503203266, -78.79975666793804",04092016887,COFFEE & (METLIFE 2),very positive,100,0.39065692
9 N MAIN ST,NA,WENDELL,NC,27591,(919) 365-6065,2015-03-18,Restaurant,16254,-78.37020589,35.78129266,M,"{""coordinates"": [-78.37020841355887, 35.78129974858335], ""type"": ""Point""}","35.78129974858335, -78.37020841355887",04092016902,BRAVOS PIZZERIA,very positive,96,0.7268485
800-103 S. NEW HOPE ROAD,NA,RALEIGH,NC,27610,(919) 250-0733,2015-03-13,Restaurant,16255,-78.559998,35.76522001,M,"{""coordinates"": [-78.56000058056368, 35.76522708998045], ""type"": ""Point""}","35.76522708998045, -78.56000058056368",04092016893,3 OLIVES PIZZA & DELI,very positive,95.5,0.38048437
3801 ROCK QUARRY  RD,NA,RALEIGH,NC,27610,(727) 481-1436,2015-04-29,Food Stand,16294,-78.578849,35.75017993,M,"{""coordinates"": [-78.57885158428432, 35.75018699953578], ""type"": ""Point""}","35.75018699953578, -78.57885158428432",04092021844,WALNUT CREEK WEST MAIN CONCESSION,positive,96.5,0.31333536
4412 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609,(919) 872-4000,2015-04-23,Restaurant,16367,-78.61118939,35.84340166,M,"{""coordinates"": [-78.61119199436953, 35.84340874858366], ""type"": ""Point""}","35.84340874858366, -78.61119199436953",04092016919,DOMINO'S #4453,very positive,96,0.55858237
160 PARK AT NORTH HILLS  ST,NA,RALEIGH,NC,27609,(919) 363-0771,2015-05-22,Restaurant,16401,-78.6381178,35.83636391,M,"{""coordinates"": [-78.6381204138413, 35.83637099971282], ""type"": ""Point""}","35.83637099971282, -78.6381204138413",04092016930,HYATT HOUSE H BAR,positive,98,0.30176845
7901 HUMIE OLIVE RD,NA,APEX,NC,27502,(919) 694-0500 ext. 20009,2015-05-22,Public School Lunchrooms,16409,-78.91098372,35.70021153,M,"{""coordinates"": [-78.91098641061144, 35.70021858048365], ""type"": ""Point""}","35.70021858048365, -78.91098641061144",04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,very positive,98.5,0.43397123
110 CABELA DR,NA,GARNER,NC,27529,(919) 258-2009,2015-06-12,Restaurant,16487,-78.58356058,35.69798885,M,"{""coordinates"": [-78.58356316751525, 35.69799591660537], ""type"": ""Point""}","35.69799591660537, -78.58356316751525",04092016956,CITY BARBEQUE- GARNER,positive,95.5,0.29995447
614 GLENWOOD AVE,NA,RALEIGH,NC,27603,(984) 232-8074,2015-07-15,Restaurant,16549,-78.64672339,35.7880515,M,"{""coordinates"": [-78.64672600577704, 35.788058581063424], ""type"": ""Point""}","35.788058581063424, -78.64672600577704",04092016984,RALEIGH BEER GARDEN,very positive,93.5,0.3720777
518-100 PERSHING RD,NA,RALEIGH,NC,27608,(985) 232-8479,2015-07-22,Restaurant,16553,-78.63276831,35.80415325,M,"{""coordinates"": [-78.6327709191679, 35.80416033489741], ""type"": ""Point""}","35.80416033489741, -78.6327709191679",04092016981,NEUSE RIVER BREWING COMPANY,positive,98.5,0.30694723
1270 BUCK JONES RD,NA,RALEIGH,NC,27606,(919) 481-2222,2015-08-03,Restaurant,16572,-78.7417682,35.76713475,M,"{""coordinates"": [-78.74177084088772, 35.76714182622323], ""type"": ""Point""}","35.76714182622323, -78.74177084088772",04092016988,CRAZY FIRE MONGOLIAN GRILL,very positive,93.5,0.3706718
252 SOUTHTOWN CIR,NA,ROLESVILLE,NC,27571,(919) 554-8881,2015-08-06,Restaurant,16586,-78.47039393,35.91648281,M,"{""coordinates"": [-78.47039649685733, 35.91648992165114], ""type"": ""Point""}","35.91648992165114, -78.47039649685733",04092016991,PIEZANO PIZZA,very positive,100,0.27176258
517 N MAIN ST,NA,HOLLY SPRINGS,NC,27540,(919) 557-1175,2015-07-29,Food Stand,16623,-78.83686967,35.65965929,M,"{""coordinates"": [-78.83687233236992, 35.65966634063028], ""type"": ""Point""}","35.65966634063028, -78.83687233236992",04092021864,FOOD LION #938 PRODUCE,very positive,99,0.38528207
1028-220 OBERLIN RD,NA,RALEIGH,NC,27605,(919) 977-3271,2015-08-14,Restaurant,16635,-78.65844846,35.79783425,M,"{""coordinates"": [-78.65845107768497, 35.797841329800505], ""type"": ""Point""}","35.797841329800505, -78.65845107768497",04092017003,LA CARRETA,very positive,90,0.2927608
1100 MARKET CENTER DR,NA,MORRISVILLE,NC,27560,(919) 377-0385,2015-08-20,Restaurant,16639,-78.81670042,35.80776192,M,"{""coordinates"": [-78.81670308103251, 35.80776899961305], ""type"": ""Point""}","35.80776899961305, -78.81670308103251",04092017007,RISE BISCUITS & DONUTS,very positive,96,0.39162928
8715 FALLS OF NEUSE ROAD,NA,RALEIGH,NC,27615,(919) 582-7000,2015-02-27,Restaurant,16139,-78.61206281,35.89622051,M,"{""coordinates"": [-78.61206541368387, 35.8962276131475], ""type"": ""Point""}","35.8962276131475, -78.61206541368387",04092016877,LIFE CAFE POOLSIDE,positive,97,0.35136092
1100-122 RALEIGH BLVD,NA,RALEIGH,NC,27610,(919) 829-7077,2015-08-19,Food Stand,16686,-78.61144573,35.79422483,M,"{""coordinates"": [-78.6114483266272, 35.794231909941225], ""type"": ""Point""}","35.794231909941225, -78.6114483266272",04092021869,FOOD LION #757 PRODUCE,very positive,98.5,0.36021557
620 LAURA DUNCAN RD,NA,APEX,NC,27502,(919) 362-3904,2015-09-01,Restaurant,16717,-78.84201291,35.73510393,M,"{""coordinates"": [-78.84201558096794, 35.73511099412888], ""type"": ""Point""}","35.73511099412888, -78.84201558096794",04092017018,FOOD LION #1338 DELI,very positive,99,0.33520454
807 W GARNER RD,NA,GARNER,NC,27529,(919) 779-7713,2015-09-03,Food Stand,16721,-78.61343283,35.7108041,M,"{""coordinates"": [-78.61343542490258, 35.71081116198207], ""type"": ""Point""}","35.71081116198207, -78.61343542490258",04092021871,STEVE'S MINI MART,very positive,91.5,0.3619209
903 N SMITHFIELD RD,VARIOUS,KNIGHTDALE,NC,27545,(919) 539-6780,2015-09-04,Mobile Food Units,16723,-78.48796386,35.7957655,M,"{""coordinates"": [-78.48796642433193, 35.795772586937375], ""type"": ""Point""}","35.795772586937375, -78.48796642433193",04092030288,THE CORNER VENEZUELAN FOOD (WCID #539),positive,94.5,0.28154236
5959 TRIANGLE TOWN BLVD,FC 1104,RALEIGH,NC,27616,(919) 792-2214,2015-09-15,Food Stand,16728,-78.576038,35.86600165,M,"{""coordinates"": [-78.57604059292152, 35.86600875436967], ""type"": ""Point""}","35.86600875436967, -78.57604059292152",04092021874,CHICK-FIL-A #1466,positive,99,0.2775953
7440 LOUISBURG RD,NA,RALEIGH,NC,27616,(919) 875-1394,2015-10-21,Food Stand,17010,-78.53977075,35.87454257,M,"{""coordinates"": [-78.53977333263305, 35.87454967031385], ""type"": ""Point""}","35.87454967031385, -78.53977333263305",04092021893,FOOD LION #1654 PRODUCE,very positive,99.5,0.32414263
13200 NEW FALLS OF NEUSE RD,NA,RALEIGH,NC,27614,(919) 562-8912,2015-10-21,Food Stand,17011,-78.55982173,35.94075522,M,"{""coordinates"": [-78.559824326818, 35.940762335092955], ""type"": ""Point""}","35.940762335092955, -78.559824326818",04092021894,FOOD LION #2534 PRODUCE,very positive,99.5,0.4289196
1571 US 70 HWY W,NA,GARNER,NC,27529,(984) 200-5100,2015-09-26,Restaurant,17030,-78.64815222,35.72323486,M,"{""coordinates"": [-78.64815482678402, 35.72324192167983], ""type"": ""Point""}","35.72324192167983, -78.64815482678402",04092017043,BALI-HAI,neutral,90,0.27113533
111 GRAND HILL PL,NA,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015-10-09,Restaurant,17040,-78.84935292,35.65965837,M,"{""coordinates"": [-78.84935558332236, 35.65966541856283], ""type"": ""Point""}","35.65966541856283, -78.84935558332236",04092017053,CHILI'S GRILL & BAR #1566,very positive,94,0.36242995
2100 HILLSBOROUGH ST,NA,RALEIGH,NC,27607,(919) 828-9900,2015-10-22,Restaurant,17051,-78.66354397,35.78687334,M,"{""coordinates"": [-78.66354658637043, 35.78688041853445], ""type"": ""Point""}","35.78688041853445, -78.66354658637043",04092017064,ALOFT REFUEL AND WXYZ LOUNGE,very negative,99.5,0.23820429
980 KILDAIRE FARM RD,NA,CARY,NC,27511,(919) 467-4168,2015-10-29,Food Stand,17064,-78.78312285,35.77217517,M,"{""coordinates"": [-78.78312550570882, 35.772182245778296], ""type"": ""Point""}","35.772182245778296, -78.78312550570882",04092021903,FOOD LION #40 PRODUCE,very positive,100,0.4643991
3309 WAKE FOREST RD,NA,RALEIGH,NC,27609,(919) 872-6330,2015-11-18,Restaurant,17113,-78.62048899,35.82855107,M,"{""coordinates"": [-78.62049159258966, 35.82855816212337], ""type"": ""Point""}","35.82855816212337, -78.62049159258966",04092017088,BAHAMA BREEZE RESTAURANT,positive,94.5,0.28950098
682 CARY TOWNE BLVD,NA,CARY,NC,27511,(919) 380-2729,2015-12-16,Restaurant,17141,-78.76562102,35.77485801,M,"{""coordinates"": [-78.76562366458889, 35.77486508330142], ""type"": ""Point""}","35.77486508330142, -78.76562366458889",04092017110,PRIMO PIZZA NY STYLE,very positive,98,0.57668936
3108 GRACE PARK DR,NA,MORRISVILLE,NC,27560,(919) 469-2777,2015-12-19,Restaurant,17144,-78.84652233,35.821117,M,"{""coordinates"": [-78.84652500044426, 35.82112407792286], ""type"": ""Point""}","35.82112407792286, -78.84652500044426",04092017026,N. C. BAGEL CAFE & DELI,very positive,96,0.26861754
1425 BROGDEN WOODS DR,NA,WAKE FOREST,NC,27587,(919) 846-6564,2015-12-04,Restaurant,17145,-78.69147587,35.99120972,M,"{""coordinates"": [-78.69147850517307, 35.991216838613795], ""type"": ""Point""}","35.991216838613795, -78.69147850517307",04092017111,BOJANGLES #51,very positive,95.5,0.23321076
3652 ROGERS RD,NA,WAKE FOREST,NC,27587,(919) 562-2233,2015-12-11,Restaurant,17148,-78.50482784,35.94464405,M,"{""coordinates"": [-78.50483041344114, 35.94465117361742], ""type"": ""Point""}","35.94465117361742, -78.50483041344114",04092017114,STEWART'S BISTRO,positive,99,0.33213043
