pid,zipcode,own_occ,av_total,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,Population,Pop_Density,Median_Income,City_State
44170,2131,Y,450100,4000,1910,0,1680,2,R,CL,H,M,7,4,2,0,S,1,S,W,N,0,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44190,2136,Y,393100,8513,1945,2006,1201,1,R,CP,G,M,6,4,1,2,S,1,S,F,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44200,2136,Y,344600,6217,1955,0,1523,1.5,R,CP,G,M,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44210,2132,Y,478000,8687,1970,2012,1600,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44220,2124,Y,279600,4363,1890,0,1397,2,R,CL,M,A,7,2,1,1,N,1,N,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44240,2131,Y,541600,5000,1900,0,2101,2,R,CL,H,F,10,5,2,0,M,1,M,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44260,2136,Y,308900,5000,1945,0,1008,1,R,CP,G,M,6,4,1,1,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44270,2136,Y,343600,5491,1940,0,1249,1.5,R,CP,S,M,7,3,1,0,S,1,S,F,C,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44280,2132,Y,287000,4000,1929,0,720,1,R,BW,H,W,4,2,1,0,S,1,N,F,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44290,2132,Y,611500,9155,1955,1989,2071,2,R,CL,G,M,7,4,2,1,S,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44300,2124,Y,534600,4026,1900,0,2934,2.5,R,VT,G,M,10,5,1,1,S,1,S,F,N,1,G,A,A,N,G,02124,47783,15913,48841,"Dorchester Center, MA"
44320,2124,Y,397400,3113,1929,0,1192,1.5,R,CV,G,M,6,3,1,1,S,1,M,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44360,2130,N,766500,6459,1960,0,2132,2,R,CL,H,W,8,3,2,1,S,1,S,W,N,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
44370,2136,Y,333900,3676,1964,0,1386,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44380,2136,Y,384900,4267,1991,0,1468,2,R,CL,G,W,6,3,1,1,M,1,M,W,N,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44390,2132,Y,421000,4976,1950,0,1590,2,R,CL,G,M,9,4,1,1,S,1,S,W,C,2,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44400,2136,Y,323400,6900,1920,0,1735,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,0,F,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44410,2124,Y,386600,5000,1935,1950,1808,2,R,CL,G,M,8,4,1,1,S,1,S,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44420,2132,Y,257900,3070,1920,0,1000,2,R,CL,G,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44440,2124,Y,350200,4403,1910,0,1224,1.5,R,CV,G,M,6,3,1,1,S,1,S,W,N,0,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44460,2132,Y,574600,6006,2000,NA,2021,2,R,CL,G,M,7,4,2,1,M,1,M,F,C,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44470,2132,Y,500400,5554,1930,0,1488,2,R,CL,G,M,6,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44480,2136,Y,333100,4800,1920,0,1649,2,R,CL,G,M,10,4,2,0,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44490,2124,Y,393700,10034,1910,0,1906,2,R,CL,G,M,12,4,2,0,M,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44500,2132,Y,562800,8388,1930,0,1736,2,R,CL,G,M,7,3,1,1,N,1,S,W,N,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44510,2131,Y,401600,4905,1935,1958,1263,1,R,BW,G,M,10,5,1,0,S,1,M,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44530,2136,N,304000,2270,1920,0,1245,1.5,R,CV,G,W,6,2,1,0,S,1,S,W,N,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44540,2132,Y,458500,4500,1952,1998,1820,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44550,2124,Y,442500,2966,1889,0,2446,2,R,CL,H,W,7,4,1,1,M,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44560,2136,N,267400,2107,1893,0,999,1,R,RN,G,M,5,3,1,0,M,1,M,F,N,0,A,A,G,N,F,02136,28488,6207,58890,"Hyde Park, MA"
44570,2136,Y,333100,8428,1925,0,1882,1.5,R,BW,G,M,7,3,1,0,N,2,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44580,2130,Y,861600,10716,1940,0,1769,2,R,CL,G,W,10,3,2,1,M,1,M,W,N,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
44590,2124,N,477200,6050,1920,0,2454,2,R,CL,G,W,7,4,2,0,S,1,S,W,N,2,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44620,2136,N,372900,5192,1920,0,2283,2,R,CL,G,M,8,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44630,2132,Y,676000,8650,1931,1997,2866,2,R,CL,G,M,10,5,2,1,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44640,2124,Y,259900,4881,1905,0,1600,2,R,CL,H,M,6,2,2,0,S,1,S,W,N,0,A,A,A,N,F,02124,47783,15913,48841,"Dorchester Center, MA"
44650,2132,Y,384900,10895,1960,0,1841,1,R,RR,G,W,6,3,1,2,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44680,2131,Y,402800,7069,1950,0,1306,1.5,R,CP,G,W,7,4,1,1,S,1,S,F,N,1,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
44690,2124,Y,391100,4965,1905,0,2658,2,R,CL,L,M,10,5,1,0,S,1,S,W,N,1,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44730,2132,Y,392600,7000,1916,1994,1432,2,R,CL,G,A,7,3,1,1,M,1,N,W,D,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44740,2124,Y,418600,3475,1928,2002,1316,1.5,R,CV,G,W,6,3,1,0,M,1,M,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44750,2124,Y,448500,5245,1934,0,1430,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44770,2132,Y,543600,6500,1989,0,1912,1,R,RR,H,F,7,3,2,1,S,1,S,F,C,2,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44790,2132,Y,670400,5003,1940,0,1856,2,R,CL,G,B,7,3,3,1,S,1,M,F,N,2,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44800,2131,N,289700,2584,1937,0,816,1,R,BW,H,M,5,2,1,0,N,1,N,W,N,0,G,A,A,N,F,02131,29826,11505,66735,"Roslindale, MA"
44810,2131,Y,249300,5766,1958,0,888,1,R,RN,G,M,4,3,1,1,S,1,S,F,C,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44820,2132,Y,508700,6610,1930,1996,2106,2.5,R,CL,G,M,10,4,2,1,S,1,S,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
44830,2136,Y,420700,10142,1989,0,1740,2,R,CL,G,F,6,3,2,1,S,1,M,W,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44840,2136,N,295800,4467,1940,0,1140,1.5,R,CP,G,M,7,3,1,1,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44850,2124,Y,398400,3442,1940,0,1614,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
44860,2132,Y,538900,7501,1919,0,1707,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44870,2130,Y,418600,5187,1964,0,1323,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
44890,2131,Y,507200,4149,1925,0,1890,2,R,CL,L,M,8,4,1,1,S,1,S,F,C,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
44900,2131,Y,394300,8048,1960,0,1600,2,R,CL,G,M,8,4,1,2,S,1,S,F,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44910,2132,Y,341200,4052,1955,0,1128,1,R,CP,G,M,6,2,1,0,S,1,S,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44920,2131,Y,297300,7307,1950,2009,1630,1,R,CP,G,M,6,4,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
44960,2136,Y,460800,6388,1965,0,1767,2,R,CL,G,W,8,4,1,1,S,1,S,F,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
44970,2132,Y,537100,5500,1928,2015,1694,2,R,CL,G,M,8,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
44990,2131,Y,420300,4280,1920,2007,1607,2,R,CL,G,W,8,3,1,1,N,1,M,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45000,2132,Y,450800,5250,1940,2016,1350,2,R,CL,G,W,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45020,2136,Y,595100,7604,2007,NA,3073,2,R,CL,L,M,7,4,2,1,M,1,M,F,C,1,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45030,2132,Y,311900,4000,1925,0,936,1,R,BW,H,M,5,2,1,0,S,1,N,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45050,2136,Y,349800,6910,1935,0,1346,1.5,R,CP,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45060,2136,N,316900,5000,1910,2008,1780,2,R,CL,G,A,8,5,1,1,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45070,2124,Y,455200,5250,1899,0,3067,2,R,CL,H,W,10,6,2,1,S,1,S,F,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45080,2136,N,409100,5250,1905,0,2016,2,R,CL,G,W,8,4,1,1,S,1,S,F,C,0,F,A,G,N,G,02136,28488,6207,58890,"Hyde Park, MA"
45090,2136,Y,420400,3500,1935,0,1335,1.5,R,CP,G,F,4,3,2,0,M,1,M,W,N,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45110,2124,N,317400,9142,1900,0,2506,2,R,CL,G,M,9,6,3,1,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45120,2124,Y,442400,4135,1900,0,2186,2.5,R,CL,G,W,9,4,1,1,S,1,M,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45130,2136,Y,414200,6144,1967,2008,1971,2,R,CL,G,W,10,4,2,1,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
45150,2131,Y,435000,5000,1896,0,1817,2,R,CL,G,W,6,5,1,0,S,1,N,F,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45160,2124,Y,564800,3600,1930,2015,2082,2,R,CL,H,M,9,4,1,1,M,1,M,W,C,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45170,2131,Y,403700,4805,1963,2016,1306,1.5,R,CP,G,M,5,2,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45180,2131,N,457300,4242,1891,0,1668,2,R,CL,G,M,6,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45200,2132,Y,456200,4460,1930,0,1618,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45210,2130,N,736100,8862,1955,0,1739,1.5,R,CP,G,F,7,3,2,0,S,1,S,W,N,2,G,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
45220,2132,Y,463600,4600,1961,0,1560,2,R,CL,G,M,6,3,1,1,S,1,M,W,N,2,G,G,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45230,2131,N,339500,3500,1950,0,1053,1,R,RN,G,M,5,2,1,0,N,1,N,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45240,2136,Y,345800,8137,1900,0,1292,1.5,R,CV,G,M,6,3,1,1,M,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45260,2130,Y,685100,6161,1925,0,1704,2,R,CL,L,A,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
45270,2132,Y,528700,6250,1920,1998,2064,2,R,CL,L,M,7,3,2,1,S,1,M,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45280,2132,Y,866400,6930,1874,2007,2884,2,R,VT,G,W,10,6,3,1,L,1,L,F,N,2,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
45300,2132,Y,323900,3086,1925,1993,1142,1.5,R,CV,G,W,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45320,2132,Y,389000,5000,1923,0,1269,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45330,2124,Y,299200,5268,1928,1993,2445,2,R,CL,H,P,10,4,1,1,S,1,S,W,N,2,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45340,2136,Y,415400,11625,1964,0,1590,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45350,2132,Y,545300,6375,1895,0,2588,2,R,CL,H,M,11,5,1,0,S,1,S,F,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45360,2130,Y,575400,6982,1948,0,1318,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,G,A,A,N,G,02130,35401,10618,75730,"Jamaica Plain, MA"
45370,2132,Y,382600,9733,1920,0,1377,1.5,R,CP,G,W,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45380,2132,Y,457500,5989,1928,0,1358,2,R,CL,H,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45410,2131,Y,486900,5000,1896,0,1806,2,R,CL,G,W,8,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45430,2132,Y,402000,5401,1963,0,1488,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45460,2136,Y,364100,8736,1940,0,917,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45470,2136,Y,339900,5000,1960,0,1500,2,R,CL,G,M,7,3,1,1,S,1,N,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45480,2132,Y,411600,6062,1931,0,1250,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45500,2136,Y,305400,5265,1950,0,1092,1,R,CP,G,M,6,4,1,0,S,1,M,W,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45520,2124,Y,273000,4000,2000,NA,1416,2,R,CL,G,M,6,3,1,1,M,1,M,F,N,0,A,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45530,2132,N,354700,4500,1920,2002,1095,1,R,BW,G,W,8,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45540,2130,Y,561600,6592,1905,0,1710,1.5,R,CL,G,M,8,3,2,0,M,1,M,W,N,0,A,A,G,N,F,02130,35401,10618,75730,"Jamaica Plain, MA"
45550,2131,Y,426100,4125,1895,0,1320,2,R,CL,G,M,6,3,1,0,S,1,M,W,N,0,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45560,2132,Y,619600,7803,1928,2013,1952,2,R,CL,L,W,7,3,1,1,M,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45580,2132,Y,682300,8835,1929,0,2208,2,R,CL,G,B,8,4,2,0,S,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
45590,2124,Y,263700,4000,2000,NA,1416,2,R,CV,G,M,6,3,1,1,M,1,M,W,C,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45620,2136,Y,429700,5000,1941,2014,1536,1,R,CL,G,M,8,5,2,1,S,1,S,W,C,1,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45630,2132,Y,397100,4279,1957,2013,1172,1,R,CP,G,M,6,3,1,0,M,1,M,W,N,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
45640,2131,Y,497200,6600,1929,2003,1275,1.5,R,CP,G,M,7,3,1,1,M,1,M,W,N,0,A,A,G,N,G,02131,29826,11505,66735,"Roslindale, MA"
45650,2136,Y,324400,5000,1960,0,1440,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45680,2131,Y,223800,7000,1910,0,1502,2,R,CL,G,P,7,4,1,1,S,1,S,F,N,0,F,F,F,N,F,02131,29826,11505,66735,"Roslindale, MA"
45700,2131,Y,332300,6200,1925,0,905,1,R,BW,H,F,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45720,2131,Y,712200,7000,1998,0,3236,2,R,CL,H,M,8,3,2,1,S,1,S,W,C,1,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
45730,2132,Y,373400,4276,1966,2003,1142,1,R,CP,G,W,7,3,1,1,S,1,S,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45740,2132,Y,378600,2837,1984,0,1596,2,R,RM,G,V,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45750,2124,Y,247800,4466,1900,0,2348,2,R,CL,G,M,10,4,1,0,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45780,2124,Y,703200,10250,1890,2015,3482,2,R,VT,H,C,12,7,1,1,S,1,S,W,N,2,G,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45790,2136,Y,298200,5008,1915,0,1459,1.5,R,CV,G,W,7,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45800,2124,Y,473600,6625,2002,NA,2770,2,R,CL,G,M,8,3,2,1,M,1,M,O,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45810,2136,Y,365000,3785,1964,2009,1274,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45820,2130,N,826500,8151,1925,0,2087,2,R,CL,H,W,8,4,1,1,N,1,N,W,N,0,A,A,A,N,G,02130,35401,10618,75730,"Jamaica Plain, MA"
45850,2132,Y,389900,4880,1925,0,1042,1,R,CP,G,M,6,3,2,0,S,1,S,F,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45860,2132,Y,561600,8705,1930,0,1610,2,R,CL,G,W,7,4,1,1,N,1,N,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
45870,2124,N,355900,3250,1910,0,1371,2,R,SD,G,F,7,5,1,0,S,1,S,F,N,0,A,A,A,N,F,02124,47783,15913,48841,"Dorchester Center, MA"
45880,2136,Y,329500,4672,1893,0,1347,2,R,CL,G,A,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
45900,2130,Y,894100,7918,1924,2010,2147,2,R,CL,G,W,10,5,3,1,M,1,M,W,C,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
45910,2131,Y,352500,7821,1900,0,1822,1.5,R,CL,G,M,9,5,2,0,N,1,N,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
45940,2132,Y,711600,5520,1924,2015,2100,2,R,CL,H,M,9,3,2,1,M,1,M,W,N,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
45950,2132,Y,479600,4187,1936,0,1536,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45960,2124,Y,337700,9718,1925,0,2269,2,R,CL,G,A,8,5,3,1,S,1,S,W,N,0,F,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
45980,2132,Y,435600,4000,1917,0,1710,2,R,CV,G,M,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
45990,2131,Y,421900,6530,1910,2011,2352,1.5,R,BW,G,W,8,4,1,1,N,1,M,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
46010,2124,Y,379600,5434,1946,0,1470,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,1,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
46020,2132,Y,610700,9500,1890,1987,1732,2,R,CL,G,W,8,3,1,1,S,1,M,W,N,0,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
46030,2136,Y,327500,10704,1870,0,1299,1.5,R,CL,G,M,7,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
46040,2132,Y,445900,6634,1880,0,1265,2,R,CL,G,W,5,3,1,0,S,1,S,W,N,0,A,A,A,N,F,02132,36314,13251,75446,"Cambridge, MA"
46070,2124,N,325600,5000,1900,2014,1275,2,R,CL,G,U,6,3,1,1,M,1,M,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
46080,2124,Y,377600,4748,1920,0,2409,2,R,CL,H,F,8,4,1,0,S,1,S,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
46110,2131,Y,445000,6975,1940,0,2129,1,R,RR,G,W,8,5,1,0,S,1,S,W,N,2,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
46120,2131,Y,397000,3785,1905,2004,1320,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,0,A,A,A,N,F,02131,29826,11505,66735,"Roslindale, MA"
46130,2136,Y,378800,6383,1995,2015,1620,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
46150,2124,N,450000,4500,1920,0,2765,2,R,CL,H,M,13,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
46160,2132,Y,492400,8250,1950,0,1536,2,R,CL,G,W,7,3,1,1,S,1,S,F,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
46170,2131,Y,668600,9000,1920,2001,1989,2,R,CL,H,W,8,3,2,0,M,1,M,W,C,0,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
46180,2130,Y,976700,5170,1914,0,2284,2,R,CL,H,W,8,5,1,1,M,1,S,W,N,1,G,G,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
46190,2136,N,358100,7000,1890,2002,1598,2,R,CL,G,M,8,4,1,0,S,1,M,W,N,0,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
46200,2130,Y,495100,2386,1905,2014,1120,2,R,RE,H,W,6,3,1,0,M,1,M,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
46210,2130,Y,418700,3782,1900,0,1458,2,R,CL,G,W,6,3,1,0,N,1,N,E,N,1,F,F,F,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
46220,2132,Y,445300,5857,1963,0,1849,1.5,R,CP,G,M,8,3,1,2,S,1,S,F,N,1,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
46240,2124,Y,329400,7729,2004,NA,1620,2.5,R,SD,G,F,6,3,1,1,M,1,M,W,N,0,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
46250,2132,Y,509300,5300,1884,0,2028,2,R,CL,L,M,8,4,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
46260,2132,Y,491400,5000,1925,0,1440,2,R,CL,G,W,6,3,1,0,M,1,S,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
46290,2131,Y,627200,11107,1920,0,2280,2,R,CL,L,W,10,5,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
46300,2136,Y,288800,7070,1955,1993,1690,1,R,RR,G,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
46310,2132,Y,587100,10915,1940,0,1494,2,R,CL,G,W,8,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
46340,2136,N,341700,7322,1940,0,1104,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
46370,2131,N,472700,4906,1988,0,1456,2,R,CL,G,F,9,3,3,0,S,1,S,E,N,1,A,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
46380,2132,Y,371200,4063,1950,0,1104,1,R,RN,G,M,5,3,1,0,M,1,M,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
46420,2136,Y,321700,6007,1955,NA,1781,1,R,RR,G,V,6,3,2,0,M,1,M,F,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
